,airport_ident,length_ft,le_ident,surface,lighted,closed
23484,KSKA,13901.0,5,CON,1,0
23485,KSKF,11550.0,15,CON,1,0
23486,KSKI,2350.0,14,CON,1,0
23487,KSKI,4100.0,18,CON,1,0
23488,KSKX,5798.0,4,ASP,1,0
23489,KSKY,3559.0,9,ASP,1,0
23490,KSKY,2593.0,18,ASP,1,0
23491,KSLB,2037.0,6,GRS,0,0
23492,KSLB,3034.0,13,CON,1,0
23493,KSLB,5000.0,17,CON,1,0
23494,KSLC,4892.0,14,ASP,1,0
23495,KSLC,12004.0,16L,ASP,1,0
23496,KSLC,12000.0,16R,CON,1,0
23497,KSLC,9596.0,17,ASP,1,0
23498,KSLE,5811.0,13,ASP,1,0
23499,KSLE,5145.0,16,ASP,1,0
23500,KSLG,4999.0,18,ASP,1,0
23501,KSLH,4000.0,9,ASP,1,0
23502,KSLH,1500.0,16,GRS,0,0
23503,KSLI,5900.0,04L,PEM,1,0
23504,KSLI,8000.0,04R,ASP,1,0
23505,KSLI,2500.0,17,ASP,0,1
23506,KSLJ,5000.0,14,ASP,1,0
23507,KSLK,6573.0,5,ASP,1,0
23508,KSLK,3998.0,9,ASP,1,0
23509,KSLN,3648.0,4,ASP,0,0
23510,KSLN,6510.0,12,ASP,1,0
23511,KSLN,12300.0,17,ASP,1,0
23512,KSLN,4300.0,18,ASP,0,0
23513,KSLO,4098.0,18,ASP,1,0
23514,KSLR,5001.0,1,Concrete,1,0
23515,KSMD,3110.0,5,ASP,1,0
23516,KSMD,2910.0,13,ASP,0,0
23517,KSME,5800.0,5,ASP,1,0
23518,KSMF,8601.0,16L,CON,1,0
23519,KSMF,8600.0,16R,ASP,1,0
23520,KSMN,5150.0,17,ASP,1,0
23521,KSMO,4973.0,3,ASP,1,0
23522,KSMQ,2200.0,8,GRE,0,0
23523,KSMQ,2733.0,12,ASP,1,0
23524,KSMQ,1900.0,17,GRS,0,0
23525,KSMS,5501.0,5,ASP,1,0
23526,KSMS,3081.0,14,GRS,0,0
23527,KSMX,5130.0,2,ASP,0,0
23528,KSMX,6304.0,12,ASP,1,0
23529,KSNA,5700.0,02L,ASP,1,0
23530,KSNA,2887.0,02R,ASP,1,0
23531,KSNC,2566.0,17,ASP,1,0
23532,KSNH,4999.0,1,CON,1,0
23533,KSNK,4200.0,8,ASP,0,0
23534,KSNK,5600.0,17,ASP,1,0
23535,KSNL,4200.0,13,ASP,0,1
23536,KSNL,5600.0,17,ASP,1,0
23537,KSNS,6004.0,8,ASP,1,0
23538,KSNS,4825.0,13,ASP,1,0
23539,KSNS,1900.0,14,ASP,0,0
23540,KSNY,4700.0,3,TURF-G,0,0
23541,KSNY,6600.0,13,CONC-G,0,0
23542,KSOA,4036.0,18,ASP,1,0
23543,KSOP,5503.0,5,ASP,1,0
23544,KSOP,1999.0,14,GRS,0,1
23545,KSOW,3937.0,3,ASP,0,0
23546,KSOW,7200.0,6,ASP,1,0
23547,KSOY,3802.0,18,CON,1,0
23548,KSP,1968.0,12,,0,0
23549,KSPA,5202.0,5,ASP,1,0
23550,KSPB,5100.0,15,ASP,1,0
23551,KSPF,2023.0,4,TURF-G,0,0
23552,KSPF,3975.0,8,GRS,0,0
23553,KSPF,6400.0,13,ASPH-G,1,0
23554,KSPG,3677.0,6,ASP,1,0
23555,KSPG,3677.0,7,ASPH-G,0,0
23556,KSPG,2864.0,18,ASP,1,0
23557,KSPH,4000.0,18,ASP,1,0
23558,KSPI,7999.0,4,CON,1,0
23559,KSPI,7000.0,13,ASP,1,0
23560,KSPI,5300.0,18,PEM,1,0
23561,KSPS,10003.0,15C,PEM,1,0
23562,KSPS,6000.0,15L,PEM,1,0
23563,KSPS,13101.0,15R,CON,1,0
23564,KSPS,7021.0,17,ASP,1,0
23565,KSPW,6000.0,12,CON,1,0
23566,KSPW,5100.0,18,CON,1,0
23567,KSPZ,5998.0,5,ASP,1,0
23568,KSQI,6500.0,7,ASP,1,0
23569,KSQI,3899.0,18,ASP,1,0
23570,KSQL,2600.0,12,ASP,1,0
23571,KSRB,6000.0,4,ASP,1,0
23572,KSRC,6008.0,1,ASP,1,0
23573,KSRE,2000.0,5,GRE,0,0
23574,KSRE,5000.0,16,ASP,1,0
23575,KSRQ,5009.0,4,ASP,1,0
23576,KSRQ,9500.0,14,ASP,1,0
23577,KSRR,8099.0,6,ASP,1,0
23578,KSRR,6500.0,12,ASP,1,0
23579,KSSC,10016.0,04L,CON,1,0
23580,KSSC,8001.0,04R,CON,1,0
23581,KSSF,4835.0,9,ASP,1,0
23582,KSSF,4128.0,14,ASP,1,0
23583,KSSI,5800.0,4,ASP,1,0
23584,KSSI,3313.0,16,ASP,1,0
23585,KSSQ,3711.0,14,ASP,1,0
23586,KSTC,3000.0,5,ASP,1,0
23587,KSTC,7000.0,13,CON,1,0
23588,KSTE,6028.0,3,ASP,1,0
23589,KSTE,3635.0,12,ASP,1,0
23590,KSTF,5550.0,18,ASP,1,0
23591,KSTJ,4797.0,13,PEM,0,0
23592,KSTJ,8059.0,17,CON,1,0
23593,KSTK,2500.0,3,GVL,0,0
23594,KSTK,4692.0,15,CON,1,0
23595,KSTL,7602.0,6,CON,1,0
23596,KSTL,9001.0,11,CON,1,0
23597,KSTL,9003.0,12L,CON,1,0
23598,KSTL,11019.0,12R,CON,1,0
23599,KSTP,3657.0,9,ASP,1,0
23600,KSTP,4115.0,13,ASP,1,0
23601,KSTP,6711.0,14,ASP,1,0
23602,KSTS,5202.0,2,ASP,1,0
23603,KSTS,6000.0,14,ASP,1,0
23604,KSUA,4652.0,7,ASP,1,0
23605,KSUA,5826.0,12,ASP,1,0
23606,KSUA,5000.0,16,ASP,0,0
23607,KSUD,3000.0,18,ASP,1,0
23608,KSUE,4600.0,2,ASP,1,0
23609,KSUE,3200.0,10,ASP,1,0
23610,KSUN,6952.0,13,ASP,1,0
23611,KSUS,5000.0,08L,ASP,1,0
23612,KSUS,7485.0,08R,CON,1,0
23613,KSUT,4000.0,5,ASP,1,0
23614,KSUU,11001.0,03L,PEM,1,0
23615,KSUU,10992.0,03R,CON,1,0
23616,KSUW,5100.0,4,ASP,1,0
23617,KSUW,4000.0,14,ASP,1,0
23618,KSUX,9002.0,13,CON,1,0
23619,KSUX,6600.0,17,ASP,1,0
23620,KSUZ,5001.0,2,ASPH-E,0,0
23621,KSVC,4637.0,3,GRE,0,0
23622,KSVC,6802.0,8,ASP,1,0
23623,KSVC,4675.0,12,GRE,0,0
23624,KSVC,5473.0,17,GRE,0,0
23625,KSVE,2179.0,7,GRE,0,0
23626,KSVE,4049.0,11,ASP,1,0
23627,KSVH,7006.0,10,ASP,1,0
23628,KSVN,11375.0,10,ASP,1,0
23629,KSWF,11818.0,9,ASP,1,0
23630,KSWF,6006.0,16,ASP,1,0
23631,KSWI,4006.0,16,ASP,1,0
23632,KSWO,5002.0,4,ASP,1,0
23633,KSWO,5003.0,13,CON,0,1
23634,KSWO,7401.0,17,ASP,1,0
23635,KSWT,3400.0,4,GRE,0,0
23636,KSWT,4200.0,16,CON,1,0
23637,KSWW,5659.0,4,ASP,1,0
23638,KSWW,1675.0,13,ASP,0,1
23639,KSWW,5840.0,17,ASP,1,0
23640,KSXK,5500.0,17,CON,1,0
23641,KSXL,3015.0,4,ASP,1,0
23642,KSYF,1799.0,9,GRS,0,0
23643,KSYF,2833.0,14L,TURF-G,0,0
23644,KSYF,3138.0,14R,ASPH-G,0,0
23645,KSYF,2313.0,18,GRS,0,0
23646,KSYI,5003.0,18,ASP,1,0
23647,KSYR,3261.0,6,CON,0,1
23648,KSYR,9003.0,10,ASP,1,0
23649,KSYR,7500.0,15,ASP,1,0
23650,KSYV,3293.0,1,ASP,0,0
23651,KSZL,12400.0,1,CON,1,0
23652,KSZT,5502.0,1,ASP,1,0
23653,KSZY,5002.0,17,ASP,1,0
23654,KT00,3005.0,12,ASP,1,0
23655,KT00,2300.0,17,GRS,1,0
23656,KT03,6230.0,15,ASP,1,0
23657,KT05,3200.0,12,ASP,1,0
23658,KT12,1983.0,4,ASP,0,1
23659,KT12,3746.0,13,ASP,0,0
23660,KT15,3021.0,17,ASP,1,0
23661,KT16,4800.0,6,ASP,1,0
23662,KT17,4400.0,15,ASP,0,0
23663,KT19,3200.0,14,ASP,1,0
23664,KT20,3200.0,15,ASP,1,0
23665,KT23,3700.0,17,ASP,1,0
23666,KT24,3700.0,17,ASP,1,0
23667,KT27,6885.0,8,COP,1,0
23668,KT30,5027.0,13,ASP,1,0
23669,KT31,4305.0,17,COP,1,0
23670,KT35,3200.0,16,ASP,1,0
23671,KT36,3000.0,18,ASP,1,0
23672,KT39,3200.0,17,ASP,0,0
23673,KT41,2998.0,5,ASP,1,0
23674,KT41,4165.0,12,ASP,1,0
23675,KT42,3500.0,13,ASP,0,0
23676,KT45,4405.0,17,ASP,1,0
23677,KT50,4100.0,15,ASP,1,0
23678,KT51,3440.0,17,ASP,1,0
23679,KT54,3200.0,13,ASP,0,0
23680,KT55,5500.0,1,ASP,1,0
23681,KT59,3565.0,17,ASP,1,0
23682,KT60,4000.0,17,ASP,1,0
23683,KT65,4998.0,13,ASP,1,0
23684,KT67,3740.0,14,ASP,1,0
23685,KT69,2800.0,3,GRS,0,1
23686,KT69,4323.0,14,ASP,1,0
23687,KT70,6303.0,13,ASP,0,0
23688,KT74,4000.0,17,ASP,1,0
23689,KT78,3801.0,16,ASP,1,0
23690,KT82,5002.0,14,ASP,1,0
23691,KT85,3445.0,13,ASP,1,0
23692,KT88,5420.0,17,ASP,1,0
23693,KT90,3600.0,18,ASP,1,0
23694,KT92,3000.0,13,GRS,0,0
23695,KT92,3716.0,17,ASP,1,0
23696,KT93,4073.0,17,ASP,1,0
23697,KTAD,5498.0,3,ASP,1,0
23698,KTAD,5500.0,9,GVL,0,0
23699,KTAN,1900.0,4,GRE,0,0
23700,KTAN,3500.0,12,ASP,1,0
23701,KTAZ,1920.0,09L,TURF-G,0,0
23702,KTAZ,3500.0,09R,ASPH-E,0,0
23703,KTAZ,4001.0,18,ASP,1,0
23704,KTB,5000.0,NW,WATER,0,0
23705,KTBN,6038.0,14,ASP,1,0
23706,KTBR,4383.0,5,ASP,0,0
23707,KTBR,6000.0,14,ASP,1,0
23708,KTBR,4350.0,18,ASP,0,1
23709,KTCC,7102.0,3,ASP,1,0
23710,KTCC,4599.0,8,ASP,1,0
23711,KTCL,6499.0,4,ASP,1,0
23712,KTCL,4001.0,11,ASP,1,0
23713,KTCM,10108.0,16,ASP,1,0
23714,KTCM,3000.0,160,ASPH,0,0
23715,KTCS,3301.0,1,GVL,0,0
23716,KTCS,2932.0,7,GVL,0,0
23717,KTCS,7108.0,11,GVL,0,0
23718,KTCS,7200.0,13,ASP,1,0
23719,KTCS,2900.0,15,GVL,0,0
23720,KTCY,4005.0,8,ASPH-F,0,0
23721,KTCY,4001.0,12,ASP,1,0
23722,KTDF,5826.0,6,ASP,1,0
23723,KTDO,4480.0,6,ASP,1,0
23724,KTDW,3000.0,5,ASP,1,0
23725,KTDW,5099.0,17,ASP,1,0
23726,KTDZ,3664.0,4,ASP,1,0
23727,KTDZ,5830.0,14,ASP,1,0
23728,KTEB,7000.0,1,ASP,1,0
23729,KTEB,6013.0,6,ASP,1,0
23730,KTEL,4400.0,13,ASP,1,0
23731,KTEW,4000.0,10,ASPH-G,0,0
23732,KTEX,6870.0,9,ASP,1,0
23733,KTFP,5000.0,13,ASP,1,0
23734,KTGC,4800.0,1,ASP,1,0
23735,KTGI,2950.0,2,ASP,1,0
23736,KTHA,5000.0,6,PEM,0,0
23737,KTHA,2693.0,9,GRE,0,0
23738,KTHA,5000.0,14,CON,0,1
23739,KTHA,5002.0,18,CON,1,0
23740,KTHM,4200.0,7,ASP,1,0
23741,KTHP,4800.0,1,ASP,1,0
23742,KTHV,5188.0,17,ASP,1,0
23743,KTIF,3600.0,11,ASP,1,0
23744,KTIK,10000.0,12,PEM,1,0
23745,KTIK,11100.0,17,PEM,1,0
23746,KTIP,5200.0,4,CON,0,1
23747,KTIP,5001.0,9,ASP,1,0
23748,KTIP,5700.0,13,CON,0,1
23749,KTIP,4894.0,18,CON,0,0
23750,KTIW,5002.0,17,ASP,1,0
23751,KTIX,5000.0,9,ASP,1,0
23752,KTIX,7319.0,18,ASP,1,0
23753,KTKC,2590.0,6,GRS,0,0
23754,KTKC,3100.0,11,ASP,1,0
23755,KTKC,1825.0,17,GRS,0,0
23756,KTKI,7001.0,17,ASP,1,0
23757,KTKO,2505.0,9,GRS,0,0
23758,KTKO,3540.0,17,ASP,1,0
23759,KTKV,4000.0,9,ASP,1,0
23760,KTKX,5000.0,2,CON,1,0
23761,KTKX,3012.0,18,ASP,1,0
23762,KTLH,8000.0,9,ASP,1,0
23763,KTLH,6076.0,18,ASP,1,0
23764,KTLR,3914.0,13,ASP,1,0
23765,KTMA,3389.0,3,ASP,0,1
23766,KTMA,3805.0,10,ASP,1,0
23767,KTMA,5504.0,15,ASP,1,0
23768,KTMB,5001.0,09L,ASP,1,0
23769,KTMB,4999.0,09R,ASP,1,0
23770,KTMB,4001.0,13,ASP,1,0
23771,KTME,6610.0,18,ASPH-G,0,0
23772,KTMK,2910.0,1,ASPH-G,0,0
23773,KTMK,5001.0,13,ASPH-G,0,0
23774,KTNP,5531.0,8,ASP,1,0
23775,KTNP,3800.0,17,ASP,1,0
23776,KTNT,10499.0,9,ASP,1,0
23777,KTNU,5599.0,14,ASP,1,0
23778,KTNX,12002.0,14,CON,1,0
23779,KTOA,5001.0,11L,PEM,1,0
23780,KTOA,3000.0,11R,ASP,1,0
23781,KTOB,2390.0,4,GRS,0,0
23782,KTOB,4500.0,16,CON,1,0
23783,KTOC,4003.0,2,ASP,1,0
23784,KTOC,2951.0,9,ASP,0,0
23785,KTOI,5009.0,7,ASP,1,0
23786,KTOI,5022.0,14,ASP,1,0
23787,KTOL,10600.0,7,ASP,1,0
23788,KTOL,5599.0,16,ASP,1,0
23789,KTOP,3002.0,4,ASP,1,0
23790,KTOP,5099.0,13,ASP,1,0
23791,KTOP,4331.0,18,ASP,1,0
23792,KTOR,3000.0,2,ASP,0,0
23793,KTOR,5701.0,10,ASP,1,0
23794,KTPA,6999.0,10,PEM,1,0
23795,KTPA,8300.0,19L,PEM,1,0
23796,KTPA,11002.0,19R,CON,1,0
23797,KTPF,3405.0,4,ASP,1,0
23798,KTPF,2688.0,18,ASP,1,0
23799,KTPH,5464.0,11,ASP,0,0
23800,KTPH,7057.0,15,ASP,1,0
23801,KTPL,4740.0,2,ASP,1,0
23802,KTPL,6301.0,15,ASP,1,0
23803,KTQE,4002.0,14,CON,1,0
23804,KTQH,4000.0,17,ASP,1,0
23805,KTQK,1900.0,8,GRS,0,0
23806,KTQK,4999.0,17,ASP,1,0
23807,KTRI,8030.0,5,ASP,1,0
23808,KTRI,4442.0,9,ASP,1,0
23809,KTRK,4650.0,2,ASP,1,0
23810,KTRK,7000.0,11,ASP,1,0
23811,KTRL,3014.0,14,ASP,1,0
23812,KTRL,5006.0,17,ASP,1,0
23813,KTRM,4995.0,12,ASP,1,0
23814,KTRM,8500.0,17,ASP,1,0
23815,KTRX,4310.0,18,ASP,1,0
23816,KTSO,4300.0,7,ASP,1,0
23817,KTSP,4031.0,11,ASP,1,0
23818,KTTA,6570.0,3,ASP,1,0
23819,KTTD,5399.0,7,ASP,1,0
23820,KTTF,5000.0,3,ASP,1,0
23821,KTTN,6006.0,6,ASP,1,0
23822,KTTN,4800.0,16,ASP,1,0
23823,KTTS,15000.0,15,CON,1,0
23824,KTUL,7372.0,8,CON,1,0
23825,KTUL,9999.0,18L,CON,1,0
23826,KTUL,6101.0,18R,ASP,1,0
23827,KTUP,6500.0,18,ASP,1,0
23828,KTUS,7000.0,3,ASP,1,0
23829,KTUS,10996.0,11L,ASP,1,0
23830,KTUS,8408.0,11R,ASP,1,0
23831,KTVB,3002.0,3,ASP,1,0
23832,KTVC,3204.0,5,ASP,0,1
23833,KTVC,6501.0,10,ASP,1,0
23834,KTVC,5379.0,18,ASP,1,0
23835,KTVF,4997.0,3,ASP,1,1
23836,KTVF,6503.0,13,ASP,1,0
23837,KTVI,5500.0,4,ASP,1,0
23838,KTVI,5000.0,14,ASP,1,0
23839,KTVK,4100.0,16,CON,1,0
23840,KTVL,8544.0,18,ASP,1,0
23841,KTVR,5002.0,18,ASP,1,0
23842,KTVY,6100.0,17,ASP,1,0
23843,KTWF,8703.0,8,ASP,1,0
23844,KTWF,3224.0,12,ASP,0,0
23845,KTWM,4400.0,6,ASP,1,0
23846,KTWM,2550.0,15,GRS,0,0
23847,KTWT,5052.0,4,CON,0,1
23848,KTWT,4999.0,10,CON,0,1
23849,KTWT,5000.0,18,ASP,1,0
23850,KTXK,6601.0,4,ASP,1,0
23851,KTXK,5200.0,13,ASP,1,0
23852,KTYL,7200.0,3,ASP,1,0
23853,KTYQ,5500.0,18,ASP,1,0
23854,KTYR,7200.0,4,ASP,1,0
23855,KTYR,5200.0,13,ASP,1,0
23856,KTYR,4850.0,17,ASP,1,0
23857,KTYS,9005.0,05L,CON,1,0
23858,KTYS,9000.0,05R,ASP,1,0
23859,KTZR,5500.0,4,ASP,1,0
23860,KTZT,4000.0,18,CON,1,0
23861,KTZV,4000.0,4,ASP,1,0
23862,KU00,3500.0,11,COP,0,0
23863,KU00,2900.0,16,GRS,0,0
23864,KU01,4900.0,3,ASP,1,0
23865,KU02,4314.0,1,ASP,1,0
23866,KU03,3900.0,9,ASP,1,0
23867,KU05,3600.0,16,ASP,1,0
23868,KU06,3400.0,15,ASP,1,0
23869,KU07,3500.0,1,ASP,1,0
23870,KU08,4800.0,13,ASP,1,0
23871,KU09,3200.0,10,ASP,0,0
23872,KU10,3457.0,3,ASP,1,0
23873,KU10,2437.0,16,GVL,0,0
23874,KU12,4500.0,4,ASP,1,0
23875,KU13,4505.0,17,ASP,0,0
23876,KU14,4927.0,16,ASP,1,0
23877,KU25,6100.0,10,ASP,1,0
23878,KU30,3500.0,18,ASP,0,0
23879,KU34,5600.0,13,ASP,1,0
23880,KU36,3650.0,6,ASP,1,0
23881,KU42,5860.0,16,ASP,1,0
23882,KU43,4817.0,16,ASP,1,0
23883,KU52,2501.0,7,GRS,0,0
23884,KU52,5100.0,13,ASP,1,0
23885,KU55,5693.0,18,ASP,1,0
23886,KU56,3500.0,1,ASP,1,0
23887,KU58,3550.0,17,ASP,1,0
23888,KU62,4400.0,12,ASP,0,0
23889,KU63,5000.0,5,GRE,0,0
23890,KU68,5199.0,9,ASP,1,0
23891,KU68,1866.0,16,GRS,0,0
23892,KU69,4390.0,8,GRS,0,1
23893,KU69,5800.0,17,ASP,1,0
23894,KU70,4300.0,12,ASP,1,0
23895,KU76,5000.0,10,ASP,1,0
23896,KU77,5700.0,12,ASP,1,0
23897,KU78,2500.0,13,ASP,0,1
23898,KU78,3500.0,16,ASP,1,0
23899,KU79,4100.0,7,GRS,0,0
23900,KU79,2700.0,15,GRS,0,0
23901,KU81,4550.0,16,GRS,0,0
23902,KU82,3600.0,17,ASP,1,0
23903,KU89,3050.0,8,ASP,1,0
23904,KU96,5700.0,1,ASP,1,0
23905,KUAO,5004.0,17,ASP,1,0
23906,KUBE,4050.0,9,ASP,1,0
23907,KUBE,2000.0,18,GRS,0,0
23908,KUBS,4500.0,18,ASP,1,0
23909,KUBX,3420.0,18,ASP,1,0
23910,KUCA,5399.0,9,ASP,1,0
23911,KUCA,6002.0,15,ASP,1,0
23912,KUCP,4000.0,5,ASP,1,0
23913,KUCP,2850.0,13,ASP,1,0
23914,KUCY,5000.0,1,ASP,1,0
23915,KUDD,5002.0,10,ASP,1,0
23916,KUDG,5500.0,5,ASP,1,0
23917,KUDG,4947.0,10,ASP,0,0
23918,KUDG,4751.0,16,ASP,0,0
23919,KUES,5848.0,10,CON,1,0
23920,KUES,3598.0,18,ASP,1,0
23921,KUGN,6000.0,5,ASP,1,0
23922,KUGN,3751.0,14,ASP,1,0
23923,KUIL,4210.0,4,CON,0,0
23924,KUIN,7098.0,4,PEM,1,0
23925,KUIN,5125.0,13,ASP,1,0
23926,KUIN,5399.0,18,CON,1,0
23927,KUKF,6200.0,1,ASP,1,0
23928,KUKI,4415.0,15,ASP,1,0
23929,KUKL,5500.0,18,CON,1,0
23930,KUKT,3201.0,11,ASP,1,0
23931,KULM,2825.0,4,GRS,0,0
23932,KULM,4401.0,15,ASP,1,0
23933,KULS,4600.0,12,CON,1,0
23934,KULS,6000.0,17,CON,1,0
23935,KUMP,3850.0,15,ASP,1,0
23936,KUNI,5600.0,7,ASP,1,0
23937,KUNO,5102.0,18,ASP,1,0
23938,KUNU,4027.0,2,ASP,1,0
23939,KUNU,5060.0,8,ASP,1,0
23940,KUNV,6701.0,6,ASP,1,0
23941,KUOS,3699.0,6,ASP,1,0
23942,KUOX,5600.0,9,ASP,1,0
23943,KUP,3200.0,12,,0,0
23944,KUSE,3882.0,9,ASP,1,0
23945,KUSE,2117.0,18,COM,0,0
23946,KUTA,7000.0,17,ASP,1,0
23947,KUTS,5006.0,18,ASP,1,0
23948,KUUU,2999.0,4,ASP,1,0
23949,KUUU,2623.0,16,ASP,1,0
23950,KUUV,4500.0,6,CON,1,0
23951,KUVA,5255.0,15,ASP,1,0
23952,KUWL,4002.0,9,ASP,1,0
23953,KUX,1640.0,9,,0,0
23954,KUXL,5001.0,15,ASPH-G,0,0
23955,KUYF,4001.0,9,ASP,1,0
23956,KUZA,5500.0,2,ASP,1,0
23957,KVAD,9300.0,18L,CON,1,0
23958,KVAD,8000.0,18R,PEM,1,0
23959,KVAY,3911.0,8,ASP,1,0
23960,KVBG,15000.0,12,CON,1,0
23961,KVBT,4082.0,18,ASP,1,0
23962,KVCB,4700.0,2,ASP,1,0
23963,KVCT,4200.0,6,ASP,0,0
23964,KVCT,9101.0,12L,PEM,1,0
23965,KVCT,4643.0,12R,CON,0,0
23966,KVCT,4899.0,17,CON,0,0
23967,KVCV,9138.0,3,PEM,1,0
23968,KVCV,15050.0,17,PEM,1,0
23969,KVDF,5000.0,5,ASP,1,0
23970,KVDF,3259.0,18,ASP,1,0
23971,KVDI,6003.0,6,CON,1,0
23972,KVDI,5000.0,13,CON,0,0
23973,KVEL,4108.0,7,ASP,1,0
23974,KVEL,6201.0,16,ASP,1,0
23975,KVER,3999.0,18,ASP,1,0
23976,KVES,4512.0,9,ASP,1,0
23977,KVGC,5000.0,17,ASP,1,0
23978,KVGT,5004.0,7,ASP,1,0
23979,KVGT,4202.0,12L,ASP,1,0
23980,KVGT,5000.0,12R,ASP,1,0
23981,KVHN,6000.0,3,ASP,1,0
23982,KVHN,5353.0,7,ASP,1,0
23983,KVIH,5500.0,4,ASP,1,0
23984,KVIH,5500.0,13,ASP,1,0
23985,KVIH,5000.0,18,U,0,1
23986,KVIQ,3400.0,9,ASP,1,0
23987,KVIS,6559.0,12,ASP,1,0
23988,KVJI,4471.0,6,ASP,1,0
23989,KVKS,5000.0,1,ASP,1,0
23990,KVLA,3001.0,9,ASP,1,0
23991,KVLA,3752.0,18,ASP,1,0
23992,KVLD,5598.0,4,ASP,1,0
23993,KVLD,3636.0,13,ASP,1,0
23994,KVLD,8002.0,17,ASP,1,0
23995,KVLL,3550.0,9,ASP,1,0
23996,KVMR,4105.0,12,ASP,1,0
23997,KVNC,5000.0,4,ASP,1,0
23998,KVNC,5000.0,9,ASP,0,1
23999,KVNC,4999.0,13,ASP,1,0
24000,KVNW,4000.0,9,ASP,1,0
24001,KVNW,2610.0,18,GRS,0,0
24002,KVNY,4011.0,16L,ASP,1,0
24003,KVNY,8001.0,16R,ASP,1,0
24004,KVOK,9000.0,9,CON,1,0
24005,KVPC,5760.0,1,ASP,1,0
24006,KVPS,10012.0,1,ASP,1,0
24007,KVPS,12005.0,12,ASP,1,0
24008,KVPZ,7000.0,9,ASP,1,0
24009,KVPZ,4000.0,18,ASP,1,0
24010,KVQQ,8002.0,09L,PEM,0,0
24011,KVQQ,8003.0,09R,PEM,1,0
24012,KVQQ,12504.0,18L,PEM,1,0
24013,KVQQ,8003.0,18R,PEM,0,0
24014,KVRB,4974.0,4,ASP,1,0
24015,KVRB,3504.0,12L,ASP,1,0
24016,KVRB,7314.0,12R,ASP,1,0
24017,KVSF,5498.0,5,ASP,1,0
24018,KVSF,3001.0,11,ASP,1,0
24019,KVTA,4649.0,9,ASP,1,0
24020,KVTI,4000.0,9,CON,1,0
24021,KVTI,2500.0,16,ASP,0,0
24022,KVTN,2807.0,3,ASP,1,0
24023,KVTN,4700.0,14,ASP,1,0
24024,KVUJ,3500.0,04L,ASP,1,0
24025,KVUJ,5500.0,04R,ASP,1,0
24026,KVUO,3275.0,8,ASP,1,0
24027,KVVS,3458.0,5,ASP,1,0
24028,KVVS,2404.0,14,ASP,1,0
24029,KVVV,2158.0,4,GRS,0,0
24030,KVVV,3417.0,16,ASP,1,0
24031,KVWU,3700.0,2,TURF-G,0,0
24032,KVYS,6000.0,18,ASP,1,0
24033,KW01,3053.0,15,ASP,1,0
24034,KW03,4500.0,3,ASP,1,0
24035,KW03,4500.0,9,ASP,0,0
24036,KW03,4499.0,15,ASP,0,0
24037,KW05,3100.0,6,ASP,1,0
24038,KW22,4200.0,11,ASP,1,0
24039,KW28,3500.0,09L,GRS,0,0
24040,KW28,3500.0,09R,ASP,1,0
24041,KW31,3000.0,2,ASP,1,0
24042,KW32,3000.0,5,ASP,1,0
24043,KW35,4985.0,11,ASP,1,0
24044,KW38,5500.0,2,ASP,1,0
24045,KW40,3697.0,5,ASP,1,0
24046,KW41,3280.0,6,GRS,0,0
24047,KW41,2490.0,14,ASP,1,0
24048,KW43,5500.0,13,ASP,1,0
24049,KW45,3125.0,4,ASP,1,0
24050,KW63,4500.0,4,ASP,1,0
24051,KW78,4011.0,1,ASP,1,0
24052,KW78,2700.0,5,GRS,0,0
24053,KW81,3300.0,15,ASP,1,0
24054,KW90,3164.0,17,ASP,1,0
24055,KW91,3058.0,5,ASP,1,0
24056,KW94,5000.0,5,ASP,0,0
24057,KW95,2999.0,6,ASP,0,0
24058,KW96,3600.0,10,ASP,1,0
24059,KW99,5000.0,13,ASP,1,0
24060,KWAL,8749.0,4,PEM,1,0
24061,KWAL,8005.0,10,ASP,1,0
24062,KWAL,4808.0,17,ASP,1,0
24063,KWAY,3500.0,9,ASPH-F,0,0
24064,KWBW,3376.0,7,ASP,1,0
24065,KWBW,2200.0,9,GRS,0,0
24066,KWDG,3149.0,13,ASPH-P,1,0
24067,KWDG,6389.0,17,ASP,1,0
24068,KWDR,3610.0,5,ASP,1,0
24069,KWDR,5500.0,13,ASP,1,0
24070,KWF,10000.0,NW,WATER,0,0
24071,KWHP,4120.0,12,ASP,1,0
24072,KWJF,7201.0,6,ASP,1,0
24073,KWK,2000.0,NW,WATER,0,0
24074,KWLD,3137.0,13,ASP,1,0
24075,KWLD,5505.0,17,ASP,1,0
24076,KWLW,4210.0,13,ASP,0,0
24077,KWLW,4506.0,16,ASP,1,0
24078,KWMC,4800.0,2,ASP,1,0
24079,KWMC,7000.0,14,ASP,1,0
24080,KWP,10000.0,E,WATER-E,0,0
24081,KWRB,12001.0,15,PEM,1,0
24082,KWRI,10001.0,6,ASP,1,0
24083,KWRI,7140.0,18,ASP,1,0
24084,KWRL,2240.0,4,GRS,0,0
24085,KWRL,2501.0,10,GRS,0,0
24086,KWRL,7005.0,16,ASP,1,0
24087,KWSD,6125.0,9,ASP,1,0
24088,KWST,4010.0,7,ASP,1,0
24089,KWST,3960.0,14,ASP,1,0
24090,KWVI,4501.0,2,ASP,1,0
24091,KWVI,3999.0,8,ASP,1,0
24092,KWVL,5500.0,5,ASP,1,0
24093,KWVL,2301.0,14,ASP,1,0
